posel,miejsce,k1947_obecny,k1947_klub,k1947_lista,k1952_obecny,k1952_klub,k1952_lista,k1957_obecny,k1957_klub,k1957_lista,k1961_obecny,k1961_klub,k1961_lista,k1965_obecny,k1965_klub,k1965_lista,k1969_obecny,k1969_klub,k1969_lista,k1972_obecny,k1972_klub,k1972_lista,k1976_obecny,k1976_klub,k1976_lista,k1980_obecny,k1980_klub,k1980_lista,k1985_obecny,k1985_klub,k1985_lista,k1989_obecny,k1989_klub,k1989_lista,k1991_obecny,k1991_klub,k1991_lista,k1993_obecny,k1993_klub,k1993_lista,k1997_obecny,k1997_klub,k1997_lista,k2001_obecny,k2001_klub,k2001_lista,k2005_obecny,k2005_klub,k2005_lista,k2007_obecny,k2007_klub,k2007_lista,k2011_obecny,k2011_klub,k2011_lista,k2015_obecny,k2015_klub,k2015_lista,k2019_obecny,k2019_klub,k2019_lista,last_column
Wojciech Wierzejski,"06-09-1976, Biała Podlaska",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Liga Polskich Rodzin,Liga Polskich Rodzin,False,,,False,,,False,,,False,,,AAAA
Wojciech Wilk,"12-08-1972, Kraśnik",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,AAAA
Wojciech Zbigniew Picheta,"17-03-1968, Żarki",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,False,,,AAAA
Wojciech Ziemniak,"25-03-1956, Czempiń",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Zbigniew Chmielowiec,"22-09-1954, Kolbuszowa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,AAAA
Zbigniew Dolata,"01-12-1965, Koźmin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,AAAA
Zbigniew Girzyński,"17-03-1973, Sierpc",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Poseł niezrzeszony,Prawo i Sprawiedliwość,False,,,True,Koło Poselskie Polskie Sprawy,Prawo i Sprawiedliwość,AAAA
Zbigniew Kozak,"03-04-1961, Gdynia",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,False,,,AAAA
Zbigniew Marian Podraza,"02-12-1953, Sosnowiec",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,False,,,False,,,False,,,False,,,AAAA
Zbigniew Pacelt,"26-08-1951, Ostrowiec Świętokrzyski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Zbigniew Włodkowski,"30-04-1961, Pisz",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskiego Stronnictwa Ludowego,False,,,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,AAAA
Zofia Grabczan,"28-05-1962, Radzyń Podlaski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,Samoobrona Rzeczpospolitej Polskiej,False,,,False,,,False,,,False,,,AAAA
Adam Abramowicz,"10-03-1961, Biała Podlaska",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,AAAA
Adam Gawęda,"03-11-1967, Rydułtowy",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polska Jest Najważniejsza,Prawo i Sprawiedliwość,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,AAAA
Adam Krupa,"01-09-1954, Nowa Wieś",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Adam Krzyśków,"11-05-1960, Ścinawa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,AAAA
Adam Struzik,"01-01-1957,",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,AAAA
Adam Wykręt,"20-10-1945, Międzybrodzie Bialskie",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Adam Żyliński,"10-02-1958, Lidzbark Warmiński",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Agnieszka Hanajczyk,"12-01-1963, Zgierz",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,True,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Koalicja Obywatelska,AAAA
Agnieszka Kozłowska-Rajewicz,"04-12-1969, Kętrzyn",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Agnieszka Pomaska,"08-01-1980, Gdynia",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,True,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Koalicja Obywatelska,AAAA
Aleksander Marek Skorupa,"12-12-1955, Brzeg Dolny",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Alicja Dąbrowska,"28-06-1956, Ostrowiec Świetokrzyski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Andrzej Bętkowski,"28-12-1951, Skarżysko-Kamienna",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,AAAA
Andrzej Buła,"28-08-1965, Kluczbork",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Andrzej Jaworski,"16-12-1970, Włocławek",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,AAAA
Andrzej Kania,"04-05-1963, Przasnysz",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Zjednoczona Prawica,Platforma Obywatelska,False,,,False,,,AAAA
Andrzej Łoś,"11-11-1954,",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Andrzej Nowakowski,"23-10-1971, Sierpc",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Andrzej Orzechowski,"10-11-1962, Rutki",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Andrzej Pająk,"26-09-1955, Zawoja",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Andrzej Ryszka,"13-04-1953, Olkusz",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Andrzej Sztorc,"09-08-1953, Wola Rzędzińska",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,True,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,AAAA
Anna Sikora,"26-06-1966, Wrocław",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,False,,,AAAA
Anna Śliwińska,"12-03-1956, Sosnowiec",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Anna Zalewska,"06-07-1965, Świebodzice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,AAAA
Antoni Błądek,"14-06-1947, Przyszów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,AAAA
Artur Dunin,"10-03-1969, Lublin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Artur Gierada,"21-04-1979, Kielce",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Barbara Bartuś,"03-07-1967, Gorlice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,AAAA
Barbara Czaplicka,"22-11-1948, Warszawa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Bartłomiej Dorywalski,"16-08-1979, Włoszczowa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,AAAA
Bartosz Arłukowicz,"30-12-1971, Resko",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Lewica i Demokraci,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Beata Rusinowska,"27-06-1967, Żyrardów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Bogdan Lis,"10-11-1952, Gdańsk",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Poseł niezrzeszony,Lewica i Demokraci,False,,,False,,,False,,,AAAA
Bożena Kotkowska,"25-08-1964, Bielsko-Biała",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Sojusz Lewicy Demokratycznej,Lewica i Demokraci,False,,,False,,,False,,,AAAA
Bożena Sławiak,"28-05-1948, Sulęcin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Bożena Szydłowska,"11-04-1951, Poznań",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Cezary Atamańczuk,"26-10-1977, Szczecin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Poseł niezrzeszony,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Cezary Tomczyk,"25-08-1984, Gryfice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,True,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Koalicja Obywatelska,AAAA
Cezary Urban,"01-06-1963, Szczecin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Czesław Czechyra,"12-01-1954, Potok Górny",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Danuta Olejniczak,"01-04-1952, Słupsk",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Dariusz Bąk,"04-01-1958, Mogielnica",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,AAAA
Dariusz Kaczanowski,"10-03-1971, Żyrardów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,False,,,AAAA
Dorota Rutkowska,"24-01-1962, Skierniewice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Edward Wojtas,"01-03-1955, Wólka Modrzejowa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,AAAA
Elżbieta Jakubiak,"17-03-1966, Zatory",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Polska Jest Najważniejsza,Prawo i Sprawiedliwość,False,,,False,,,False,,,AAAA
Elżbieta Rafalska,"22-06-1955, Wschowa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,AAAA
Elżbieta Streker-Dembińska,"03-11-1954, Konin",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Sojusz Lewicy Demokratycznej,Lewica i Demokraci,False,,,False,,,False,,,AAAA
Elżbieta Zakrzewska,"25-11-1962, Jelenia Góra",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Sojusz Lewicy Demokratycznej,Lewica i Demokraci,False,,,False,,,False,,,AAAA
Ewa Drozd,"08-10-1963, Stąporów",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Ewa Kierzkowska,"28-06-1964, Brodnica",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Poselski Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,False,,,False,,,False,,,AAAA
Grażyna Gęsicka,"13-12-1951, Warszawa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,False,,,False,,,False,,,AAAA
Grzegorz Karpiński,"04-08-1976, Chełmno",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Grzegorz Pisalski,"10-03-1970, Chojnice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Lewica i Demokraci,False,,,False,,,False,,,AAAA
Grzegorz Raniewicz,"09-07-1970, Chełm",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska,Platforma Obywatelska,False,,,AAAA
Grzegorz Roszak,"22-12-1955, Markowice",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Grzegorz Sztolcman,"23-05-1962, Częstochowa",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Hanna Zdanowska,"23-03-1959, Łódź",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,False,,,AAAA
Henryk Siedlaczek,"30-01-1956, Wodzisław Śląski",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Irena Tomaszak-Zesiuk,"29-11-1954, Turek",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
Iwona Guzowska,"07-02-1974, Gdańsk",False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,False,,,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,True,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,False,,,False,,,AAAA
